CACNA1I,Calcium,forestgreen
CACNA1G,Calcium,forestgreen
CACNA1H,Calcium,forestgreen
CACNA1S,Calcium,forestgreen
CACNA1F,Calcium,forestgreen
CACNA1C,Calcium,forestgreen
CACNA1D,Calcium,forestgreen
CACNA1E,Calcium,forestgreen
CACNA1A,Calcium,forestgreen
CACNA1B,Calcium,forestgreen
