KCNH1,Potassium,magenta
KCNQ1,Potassium,magenta
KCNQ3,Potassium,magenta
KCNQ2,Potassium,magenta
KCNQ4,Potassium,magenta
KCNQ5,Potassium,magenta
KCNB1,Potassium,magenta
KCNB2,Potassium,magenta
KCNC1,Potassium,magenta
KCNC2,Potassium,magenta
KCNA10,Potassium,magenta
KCNA7,Potassium,magenta
KCNA5,Potassium,magenta
KCNA6,Potassium,magenta
KCNA3,Potassium,magenta
KCNA2,Potassium,magenta
KCNA1,Potassium,magenta
